302 evaluations
Parameters
==========

NCORES: 10, 
TIMES: [  0. -10.] Gyr, 
BAR_OMEGAB: 1.4545454545454546, 
BAR_AF: 0.01, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1, 
DPHI: 1, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=356 s
R=5.5 kpc, phi=-1.3 rad, t=351 s
R=5.5 kpc, phi=-1.1 rad, t=349 s
R=5.5 kpc, phi=-0.9 rad, t=339 s
R=5.5 kpc, phi=-0.7 rad, t=343 s
R=5.5 kpc, phi=-0.5 rad, t=354 s
R=5.5 kpc, phi=-0.3 rad, t=354 s
R=5.5 kpc, phi=-0.1 rad, t=355 s
R=5.5 kpc, phi=0.1 rad, t=360 s
R=5.5 kpc, phi=0.3 rad, t=347 s
R=5.5 kpc, phi=0.5 rad, t=348 s
R=5.5 kpc, phi=0.7 rad, t=333 s
R=5.5 kpc, phi=0.9 rad, t=327 s
R=5.5 kpc, phi=1.1 rad, t=320 s
R=5.5 kpc, phi=1.3 rad, t=315 s
R=5.5 kpc, phi=1.5 rad, t=331 s
R=6.5 kpc, phi=-1.5 rad, t=261 s
R=6.5 kpc, phi=-1.33 rad, t=264 s
R=6.5 kpc, phi=-1.17 rad, t=256 s
R=6.5 kpc, phi=-1.0 rad, t=225 s
R=6.5 kpc, phi=-0.83 rad, t=225 s
R=6.5 kpc, phi=-0.67 rad, t=226 s
R=6.5 kpc, phi=-0.5 rad, t=235 s
R=6.5 kpc, phi=-0.33 rad, t=268 s
R=6.5 kpc, phi=-0.17 rad, t=270 s
R=6.5 kpc, phi=0.0 rad, t=280 s
R=6.5 kpc, phi=0.17 rad, t=279 s
R=6.5 kpc, phi=0.33 rad, t=283 s
R=6.5 kpc, phi=0.5 rad, t=250 s
R=6.5 kpc, phi=0.67 rad, t=245 s
R=6.5 kpc, phi=0.83 rad, t=240 s
R=6.5 kpc, phi=1.0 rad, t=297 s
R=6.5 kpc, phi=1.17 rad, t=356 s
R=6.5 kpc, phi=1.33 rad, t=347 s
R=6.5 kpc, phi=1.5 rad, t=349 s
R=7.5 kpc, phi=-1.5 rad, t=276 s
R=7.5 kpc, phi=-1.36 rad, t=283 s
R=7.5 kpc, phi=-1.21 rad, t=276 s
R=7.5 kpc, phi=-1.07 rad, t=269 s
R=7.5 kpc, phi=-0.93 rad, t=231 s
R=7.5 kpc, phi=-0.79 rad, t=188 s
R=7.5 kpc, phi=-0.64 rad, t=218 s
R=7.5 kpc, phi=-0.5 rad, t=223 s
R=7.5 kpc, phi=-0.36 rad, t=240 s
R=7.5 kpc, phi=-0.21 rad, t=241 s
R=7.5 kpc, phi=-0.07 rad, t=216 s
R=7.5 kpc, phi=0.07 rad, t=219 s
R=7.5 kpc, phi=0.21 rad, t=219 s
R=7.5 kpc, phi=0.36 rad, t=219 s
R=7.5 kpc, phi=0.5 rad, t=216 s
R=7.5 kpc, phi=0.64 rad, t=215 s
R=7.5 kpc, phi=0.79 rad, t=185 s
R=7.5 kpc, phi=0.93 rad, t=204 s
R=7.5 kpc, phi=1.07 rad, t=215 s
R=7.5 kpc, phi=1.21 rad, t=217 s
R=7.5 kpc, phi=1.36 rad, t=213 s
R=7.5 kpc, phi=1.5 rad, t=215 s
R=8.5 kpc, phi=-1.56 rad, t=173 s
R=8.5 kpc, phi=-1.44 rad, t=172 s
R=8.5 kpc, phi=-1.31 rad, t=172 s
R=8.5 kpc, phi=-1.19 rad, t=170 s
R=8.5 kpc, phi=-1.06 rad, t=172 s
R=8.5 kpc, phi=-0.94 rad, t=222 s
R=8.5 kpc, phi=-0.81 rad, t=200 s
R=8.5 kpc, phi=-0.69 rad, t=199 s
R=8.5 kpc, phi=-0.56 rad, t=199 s
R=8.5 kpc, phi=-0.44 rad, t=200 s
R=8.5 kpc, phi=-0.31 rad, t=200 s
R=8.5 kpc, phi=-0.19 rad, t=201 s
R=8.5 kpc, phi=-0.06 rad, t=204 s
R=8.5 kpc, phi=0.06 rad, t=203 s
R=8.5 kpc, phi=0.19 rad, t=198 s
R=8.5 kpc, phi=0.31 rad, t=192 s
R=8.5 kpc, phi=0.44 rad, t=198 s
R=8.5 kpc, phi=0.56 rad, t=189 s
R=8.5 kpc, phi=0.69 rad, t=190 s
R=8.5 kpc, phi=0.81 rad, t=187 s
R=8.5 kpc, phi=0.94 rad, t=187 s
R=8.5 kpc, phi=1.06 rad, t=185 s
R=8.5 kpc, phi=1.19 rad, t=183 s
R=8.5 kpc, phi=1.31 rad, t=181 s
R=8.5 kpc, phi=1.44 rad, t=183 s
R=8.5 kpc, phi=1.56 rad, t=179 s
R=9.5 kpc, phi=-1.56 rad, t=150 s
R=9.5 kpc, phi=-1.44 rad, t=153 s
R=9.5 kpc, phi=-1.33 rad, t=154 s
R=9.5 kpc, phi=-1.22 rad, t=159 s
R=9.5 kpc, phi=-1.11 rad, t=159 s
R=9.5 kpc, phi=-1.0 rad, t=157 s
R=9.5 kpc, phi=-0.89 rad, t=156 s
R=9.5 kpc, phi=-0.78 rad, t=146 s
R=9.5 kpc, phi=-0.67 rad, t=145 s
R=9.5 kpc, phi=-0.56 rad, t=165 s
R=9.5 kpc, phi=-0.44 rad, t=168 s
R=9.5 kpc, phi=-0.33 rad, t=163 s
R=9.5 kpc, phi=-0.22 rad, t=165 s
R=9.5 kpc, phi=-0.11 rad, t=165 s
R=9.5 kpc, phi=0.0 rad, t=165 s
R=9.5 kpc, phi=0.11 rad, t=164 s
R=9.5 kpc, phi=0.22 rad, t=165 s
R=9.5 kpc, phi=0.33 rad, t=165 s
R=9.5 kpc, phi=0.44 rad, t=165 s
