302 evaluations
Parameters
==========

NCORES: 10, 
TIMES: [  0. -10.] Gyr, 
BAR_OMEGAB: 1.2727272727272727, 
BAR_AF: 0.02, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1, 
DPHI: 1, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=348 s
R=5.5 kpc, phi=-1.3 rad, t=337 s
R=5.5 kpc, phi=-1.1 rad, t=335 s
R=5.5 kpc, phi=-0.9 rad, t=324 s
R=5.5 kpc, phi=-0.7 rad, t=335 s
R=5.5 kpc, phi=-0.5 rad, t=358 s
R=5.5 kpc, phi=-0.3 rad, t=367 s
R=5.5 kpc, phi=-0.1 rad, t=377 s
R=5.5 kpc, phi=0.1 rad, t=377 s
R=5.5 kpc, phi=0.3 rad, t=363 s
R=5.5 kpc, phi=0.5 rad, t=362 s
R=5.5 kpc, phi=0.7 rad, t=349 s
R=5.5 kpc, phi=0.9 rad, t=336 s
R=5.5 kpc, phi=1.1 rad, t=325 s
R=5.5 kpc, phi=1.3 rad, t=314 s
R=5.5 kpc, phi=1.5 rad, t=319 s
R=6.5 kpc, phi=-1.5 rad, t=260 s
R=6.5 kpc, phi=-1.33 rad, t=257 s
R=6.5 kpc, phi=-1.17 rad, t=255 s
R=6.5 kpc, phi=-1.0 rad, t=218 s
R=6.5 kpc, phi=-0.83 rad, t=215 s
R=6.5 kpc, phi=-0.67 rad, t=225 s
R=6.5 kpc, phi=-0.5 rad, t=234 s
R=6.5 kpc, phi=-0.33 rad, t=269 s
R=6.5 kpc, phi=-0.17 rad, t=277 s
R=6.5 kpc, phi=0.0 rad, t=281 s
R=6.5 kpc, phi=0.17 rad, t=285 s
R=6.5 kpc, phi=0.33 rad, t=287 s
R=6.5 kpc, phi=0.5 rad, t=258 s
R=6.5 kpc, phi=0.67 rad, t=249 s
R=6.5 kpc, phi=0.83 rad, t=243 s
R=6.5 kpc, phi=1.0 rad, t=282 s
R=6.5 kpc, phi=1.17 rad, t=317 s
R=6.5 kpc, phi=1.33 rad, t=308 s
R=6.5 kpc, phi=1.5 rad, t=307 s
R=7.5 kpc, phi=-1.5 rad, t=237 s
R=7.5 kpc, phi=-1.36 rad, t=238 s
R=7.5 kpc, phi=-1.21 rad, t=234 s
R=7.5 kpc, phi=-1.07 rad, t=229 s
R=7.5 kpc, phi=-0.93 rad, t=226 s
R=7.5 kpc, phi=-0.79 rad, t=201 s
R=7.5 kpc, phi=-0.64 rad, t=215 s
R=7.5 kpc, phi=-0.5 rad, t=220 s
R=7.5 kpc, phi=-0.36 rad, t=223 s
R=7.5 kpc, phi=-0.21 rad, t=223 s
R=7.5 kpc, phi=-0.07 rad, t=232 s
R=7.5 kpc, phi=0.07 rad, t=242 s
R=7.5 kpc, phi=0.21 rad, t=224 s
R=7.5 kpc, phi=0.36 rad, t=228 s
R=7.5 kpc, phi=0.5 rad, t=243 s
R=7.5 kpc, phi=0.64 rad, t=232 s
R=7.5 kpc, phi=0.79 rad, t=191 s
R=7.5 kpc, phi=0.93 rad, t=218 s
R=7.5 kpc, phi=1.07 rad, t=218 s
R=7.5 kpc, phi=1.21 rad, t=210 s
R=7.5 kpc, phi=1.36 rad, t=207 s
R=7.5 kpc, phi=1.5 rad, t=205 s
R=8.5 kpc, phi=-1.56 rad, t=170 s
R=8.5 kpc, phi=-1.44 rad, t=168 s
R=8.5 kpc, phi=-1.31 rad, t=172 s
R=8.5 kpc, phi=-1.19 rad, t=170 s
R=8.5 kpc, phi=-1.06 rad, t=170 s
R=8.5 kpc, phi=-0.94 rad, t=196 s
R=8.5 kpc, phi=-0.81 rad, t=223 s
R=8.5 kpc, phi=-0.69 rad, t=220 s
R=8.5 kpc, phi=-0.56 rad, t=225 s
R=8.5 kpc, phi=-0.44 rad, t=228 s
R=8.5 kpc, phi=-0.31 rad, t=223 s
R=8.5 kpc, phi=-0.19 rad, t=240 s
R=8.5 kpc, phi=-0.06 rad, t=238 s
R=8.5 kpc, phi=0.06 rad, t=241 s
R=8.5 kpc, phi=0.19 rad, t=231 s
R=8.5 kpc, phi=0.31 rad, t=237 s
R=8.5 kpc, phi=0.44 rad, t=233 s
R=8.5 kpc, phi=0.56 rad, t=230 s
R=8.5 kpc, phi=0.69 rad, t=223 s
R=8.5 kpc, phi=0.81 rad, t=222 s
R=8.5 kpc, phi=0.94 rad, t=211 s
R=8.5 kpc, phi=1.06 rad, t=201 s
R=8.5 kpc, phi=1.19 rad, t=174 s
R=8.5 kpc, phi=1.31 rad, t=169 s
R=8.5 kpc, phi=1.44 rad, t=166 s
R=8.5 kpc, phi=1.56 rad, t=168 s
R=9.5 kpc, phi=-1.56 rad, t=140 s
R=9.5 kpc, phi=-1.44 rad, t=146 s
R=9.5 kpc, phi=-1.33 rad, t=157 s
R=9.5 kpc, phi=-1.22 rad, t=153 s
R=9.5 kpc, phi=-1.11 rad, t=151 s
R=9.5 kpc, phi=-1.0 rad, t=148 s
R=9.5 kpc, phi=-0.89 rad, t=159 s
R=9.5 kpc, phi=-0.78 rad, t=155 s
R=9.5 kpc, phi=-0.67 rad, t=155 s
R=9.5 kpc, phi=-0.56 rad, t=163 s
R=9.5 kpc, phi=-0.44 rad, t=167 s
R=9.5 kpc, phi=-0.33 rad, t=164 s
R=9.5 kpc, phi=-0.22 rad, t=165 s
R=9.5 kpc, phi=-0.11 rad, t=162 s
R=9.5 kpc, phi=0.0 rad, t=165 s
R=9.5 kpc, phi=0.11 rad, t=163 s
R=9.5 kpc, phi=0.22 rad, t=169 s
R=9.5 kpc, phi=0.33 rad, t=167 s
R=9.5 kpc, phi=0.44 rad, t=165 s
