302 evaluationsParameters
==========

NCORES: 10, 
TIMES: [  0. -10.] Gyr, 
HALO_T_FORM: -9, 
HALO_T_STEADY: 8, 
HALO_A: 1.0, 
HALO_B: 0.9, 
HALO_C: 1.0, 
HALO_PHI: 0.0, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1.0, 
DPHI: 1.0, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=648 s
R=5.5 kpc, phi=-1.3 rad, t=618 s
R=5.5 kpc, phi=-1.1 rad, t=619 s
R=5.5 kpc, phi=-0.9 rad, t=629 s
R=5.5 kpc, phi=-0.7 rad, t=617 s
R=5.5 kpc, phi=-0.5 rad, t=636 s
R=5.5 kpc, phi=-0.3 rad, t=691 s
R=5.5 kpc, phi=-0.1 rad, t=711 s
R=5.5 kpc, phi=0.1 rad, t=679 s
R=5.5 kpc, phi=0.3 rad, t=661 s
R=5.5 kpc, phi=0.5 rad, t=658 s
R=5.5 kpc, phi=0.7 rad, t=634 s
R=5.5 kpc, phi=0.9 rad, t=617 s
R=5.5 kpc, phi=1.1 rad, t=614 s
R=5.5 kpc, phi=1.3 rad, t=634 s
R=5.5 kpc, phi=1.5 rad, t=615 s
R=6.5 kpc, phi=-1.5 rad, t=510 s
R=6.5 kpc, phi=-1.33 rad, t=512 s
R=6.5 kpc, phi=-1.17 rad, t=518 s
R=6.5 kpc, phi=-1.0 rad, t=466 s
R=6.5 kpc, phi=-0.83 rad, t=452 s
R=6.5 kpc, phi=-0.67 rad, t=438 s
R=6.5 kpc, phi=-0.5 rad, t=477 s
R=6.5 kpc, phi=-0.33 rad, t=504 s
R=6.5 kpc, phi=-0.17 rad, t=503 s
R=6.5 kpc, phi=0.0 rad, t=510 s
R=6.5 kpc, phi=0.17 rad, t=509 s
R=6.5 kpc, phi=0.33 rad, t=504 s
R=6.5 kpc, phi=0.5 rad, t=497 s
R=6.5 kpc, phi=0.67 rad, t=444 s
R=6.5 kpc, phi=0.83 rad, t=413 s
R=6.5 kpc, phi=1.0 rad, t=515 s
R=6.5 kpc, phi=1.17 rad, t=544 s
R=6.5 kpc, phi=1.33 rad, t=557 s
R=6.5 kpc, phi=1.5 rad, t=595 s
R=7.5 kpc, phi=-1.5 rad, t=525 s
R=7.5 kpc, phi=-1.36 rad, t=481 s
R=7.5 kpc, phi=-1.21 rad, t=480 s
R=7.5 kpc, phi=-1.07 rad, t=483 s
R=7.5 kpc, phi=-0.93 rad, t=482 s
R=7.5 kpc, phi=-0.79 rad, t=419 s
R=7.5 kpc, phi=-0.64 rad, t=449 s
R=7.5 kpc, phi=-0.5 rad, t=470 s
R=7.5 kpc, phi=-0.36 rad, t=462 s
R=7.5 kpc, phi=-0.21 rad, t=441 s
R=7.5 kpc, phi=-0.07 rad, t=442 s
R=7.5 kpc, phi=0.07 rad, t=438 s
R=7.5 kpc, phi=0.21 rad, t=445 s
R=7.5 kpc, phi=0.36 rad, t=423 s
R=7.5 kpc, phi=0.5 rad, t=401 s
R=7.5 kpc, phi=0.64 rad, t=389 s
R=7.5 kpc, phi=0.79 rad, t=338 s
R=7.5 kpc, phi=0.93 rad, t=381 s
R=7.5 kpc, phi=1.07 rad, t=416 s
R=7.5 kpc, phi=1.21 rad, t=472 s
R=7.5 kpc, phi=1.36 rad, t=470 s
R=7.5 kpc, phi=1.5 rad, t=478 s
R=8.5 kpc, phi=-1.56 rad, t=393 s
R=8.5 kpc, phi=-1.44 rad, t=422 s
R=8.5 kpc, phi=-1.31 rad, t=426 s
R=8.5 kpc, phi=-1.19 rad, t=423 s
R=8.5 kpc, phi=-1.06 rad, t=422 s
R=8.5 kpc, phi=-0.94 rad, t=419 s
R=8.5 kpc, phi=-0.81 rad, t=410 s
R=8.5 kpc, phi=-0.69 rad, t=399 s
R=8.5 kpc, phi=-0.56 rad, t=391 s
R=8.5 kpc, phi=-0.44 rad, t=400 s
R=8.5 kpc, phi=-0.31 rad, t=385 s
R=8.5 kpc, phi=-0.19 rad, t=373 s
R=8.5 kpc, phi=-0.06 rad, t=358 s
R=8.5 kpc, phi=0.06 rad, t=356 s
R=8.5 kpc, phi=0.19 rad, t=357 s
R=8.5 kpc, phi=0.31 rad, t=319 s
R=8.5 kpc, phi=0.44 rad, t=339 s
R=8.5 kpc, phi=0.56 rad, t=336 s
R=8.5 kpc, phi=0.69 rad, t=376 s
R=8.5 kpc, phi=0.81 rad, t=332 s
R=8.5 kpc, phi=0.94 rad, t=340 s
R=8.5 kpc, phi=1.06 rad, t=345 s
R=8.5 kpc, phi=1.19 rad, t=351 s
R=8.5 kpc, phi=1.31 rad, t=355 s
R=8.5 kpc, phi=1.44 rad, t=353 s
R=8.5 kpc, phi=1.56 rad, t=357 s
R=9.5 kpc, phi=-1.56 rad, t=312 s
R=9.5 kpc, phi=-1.44 rad, t=315 s
R=9.5 kpc, phi=-1.33 rad, t=315 s
R=9.5 kpc, phi=-1.22 rad, t=314 s
R=9.5 kpc, phi=-1.11 rad, t=305 s
R=9.5 kpc, phi=-1.0 rad, t=310 s
R=9.5 kpc, phi=-0.89 rad, t=306 s
R=9.5 kpc, phi=-0.78 rad, t=303 s
R=9.5 kpc, phi=-0.67 rad, t=291 s
R=9.5 kpc, phi=-0.56 rad, t=326 s
R=9.5 kpc, phi=-0.44 rad, t=339 s
R=9.5 kpc, phi=-0.33 rad, t=336 s
R=9.5 kpc, phi=-0.22 rad, t=323 s
R=9.5 kpc, phi=-0.11 rad, t=328 s
R=9.5 kpc, phi=0.0 rad, t=330 s
R=9.5 kpc, phi=0.11 rad, t=312 s
R=9.5 kpc, phi=0.22 rad, t=316 s
