302 evaluationsParameters
==========

NCORES: 10, 
TIMES: [  0. -10.] Gyr, 
HALO_T_FORM: -9, 
HALO_T_STEADY: 8, 
HALO_A: 1.0, 
HALO_B: 0.95, 
HALO_C: 1.0, 
HALO_PHI: 0.0, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1.0, 
DPHI: 1.0, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=516 s
R=5.5 kpc, phi=-1.3 rad, t=503 s
R=5.5 kpc, phi=-1.1 rad, t=503 s
R=5.5 kpc, phi=-0.9 rad, t=488 s
R=5.5 kpc, phi=-0.7 rad, t=491 s
R=5.5 kpc, phi=-0.5 rad, t=529 s
R=5.5 kpc, phi=-0.3 rad, t=567 s
R=5.5 kpc, phi=-0.1 rad, t=561 s
R=5.5 kpc, phi=0.1 rad, t=564 s
R=5.5 kpc, phi=0.3 rad, t=547 s
R=5.5 kpc, phi=0.5 rad, t=543 s
R=5.5 kpc, phi=0.7 rad, t=516 s
R=5.5 kpc, phi=0.9 rad, t=514 s
R=5.5 kpc, phi=1.1 rad, t=514 s
R=5.5 kpc, phi=1.3 rad, t=473 s
R=5.5 kpc, phi=1.5 rad, t=452 s
R=6.5 kpc, phi=-1.5 rad, t=452 s
R=6.5 kpc, phi=-1.33 rad, t=426 s
R=6.5 kpc, phi=-1.17 rad, t=433 s
R=6.5 kpc, phi=-1.0 rad, t=371 s
R=6.5 kpc, phi=-0.83 rad, t=369 s
R=6.5 kpc, phi=-0.67 rad, t=377 s
R=6.5 kpc, phi=-0.5 rad, t=391 s
R=6.5 kpc, phi=-0.33 rad, t=436 s
R=6.5 kpc, phi=-0.17 rad, t=440 s
R=6.5 kpc, phi=0.0 rad, t=439 s
R=6.5 kpc, phi=0.17 rad, t=431 s
R=6.5 kpc, phi=0.33 rad, t=431 s
R=6.5 kpc, phi=0.5 rad, t=389 s
R=6.5 kpc, phi=0.67 rad, t=372 s
R=6.5 kpc, phi=0.83 rad, t=354 s
R=6.5 kpc, phi=1.0 rad, t=410 s
R=6.5 kpc, phi=1.17 rad, t=488 s
R=6.5 kpc, phi=1.33 rad, t=490 s
R=6.5 kpc, phi=1.5 rad, t=492 s
R=7.5 kpc, phi=-1.5 rad, t=404 s
R=7.5 kpc, phi=-1.36 rad, t=409 s
R=7.5 kpc, phi=-1.21 rad, t=414 s
R=7.5 kpc, phi=-1.07 rad, t=408 s
R=7.5 kpc, phi=-0.93 rad, t=397 s
R=7.5 kpc, phi=-0.79 rad, t=331 s
R=7.5 kpc, phi=-0.64 rad, t=398 s
R=7.5 kpc, phi=-0.5 rad, t=384 s
R=7.5 kpc, phi=-0.36 rad, t=382 s
R=7.5 kpc, phi=-0.21 rad, t=372 s
R=7.5 kpc, phi=-0.07 rad, t=362 s
R=7.5 kpc, phi=0.07 rad, t=363 s
R=7.5 kpc, phi=0.21 rad, t=348 s
R=7.5 kpc, phi=0.36 rad, t=339 s
R=7.5 kpc, phi=0.5 rad, t=328 s
R=7.5 kpc, phi=0.64 rad, t=346 s
R=7.5 kpc, phi=0.79 rad, t=281 s
R=7.5 kpc, phi=0.93 rad, t=331 s
R=7.5 kpc, phi=1.07 rad, t=350 s
R=7.5 kpc, phi=1.21 rad, t=336 s
R=7.5 kpc, phi=1.36 rad, t=337 s
R=7.5 kpc, phi=1.5 rad, t=341 s
R=8.5 kpc, phi=-1.56 rad, t=290 s
R=8.5 kpc, phi=-1.44 rad, t=292 s
R=8.5 kpc, phi=-1.31 rad, t=296 s
R=8.5 kpc, phi=-1.19 rad, t=297 s
R=8.5 kpc, phi=-1.06 rad, t=298 s
R=8.5 kpc, phi=-0.94 rad, t=339 s
R=8.5 kpc, phi=-0.81 rad, t=332 s
R=8.5 kpc, phi=-0.69 rad, t=331 s
R=8.5 kpc, phi=-0.56 rad, t=328 s
R=8.5 kpc, phi=-0.44 rad, t=324 s
R=8.5 kpc, phi=-0.31 rad, t=319 s
R=8.5 kpc, phi=-0.19 rad, t=314 s
R=8.5 kpc, phi=-0.06 rad, t=308 s
R=8.5 kpc, phi=0.06 rad, t=297 s
R=8.5 kpc, phi=0.19 rad, t=289 s
R=8.5 kpc, phi=0.31 rad, t=273 s
R=8.5 kpc, phi=0.44 rad, t=274 s
R=8.5 kpc, phi=0.56 rad, t=280 s
R=8.5 kpc, phi=0.69 rad, t=286 s
R=8.5 kpc, phi=0.81 rad, t=291 s
R=8.5 kpc, phi=0.94 rad, t=291 s
R=8.5 kpc, phi=1.06 rad, t=294 s
R=8.5 kpc, phi=1.19 rad, t=301 s
R=8.5 kpc, phi=1.31 rad, t=317 s
R=8.5 kpc, phi=1.44 rad, t=305 s
R=8.5 kpc, phi=1.56 rad, t=335 s
R=9.5 kpc, phi=-1.56 rad, t=251 s
R=9.5 kpc, phi=-1.44 rad, t=247 s
R=9.5 kpc, phi=-1.33 rad, t=248 s
R=9.5 kpc, phi=-1.22 rad, t=250 s
R=9.5 kpc, phi=-1.11 rad, t=257 s
R=9.5 kpc, phi=-1.0 rad, t=261 s
R=9.5 kpc, phi=-0.89 rad, t=282 s
R=9.5 kpc, phi=-0.78 rad, t=264 s
R=9.5 kpc, phi=-0.67 rad, t=248 s
R=9.5 kpc, phi=-0.56 rad, t=278 s
R=9.5 kpc, phi=-0.44 rad, t=279 s
R=9.5 kpc, phi=-0.33 rad, t=267 s
R=9.5 kpc, phi=-0.22 rad, t=263 s
R=9.5 kpc, phi=-0.11 rad, t=258 s
R=9.5 kpc, phi=0.0 rad, t=258 s
R=9.5 kpc, phi=0.11 rad, t=257 s
R=9.5 kpc, phi=0.22 rad, t=255 s
