285 evaluations
Parameters
==========

NCORES: 12, 
TIMES: [ 0. -2.] Gyr, 
RRANGE: 5, 11, 
PHIRANGE: 5, 11, 
DR: 1, 
DPHI: 1, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-3.1 rad, t=225 s
R=5.5 kpc, phi=-2.9 rad, t=231 s
R=5.5 kpc, phi=-2.7 rad, t=224 s
R=5.5 kpc, phi=-2.5 rad, t=215 s
R=5.5 kpc, phi=-2.3 rad, t=210 s
R=5.5 kpc, phi=-2.1 rad, t=197 s
R=5.5 kpc, phi=-1.9 rad, t=185 s
R=5.5 kpc, phi=-1.7 rad, t=163 s
R=5.5 kpc, phi=-1.5 rad, t=149 s
R=5.5 kpc, phi=-1.3 rad, t=140 s
R=5.5 kpc, phi=-1.1 rad, t=136 s
R=5.5 kpc, phi=-0.9 rad, t=131 s
R=5.5 kpc, phi=-0.7 rad, t=146 s
R=5.5 kpc, phi=-0.5 rad, t=161 s
R=5.5 kpc, phi=-0.3 rad, t=194 s
R=5.5 kpc, phi=-0.1 rad, t=211 s
R=5.5 kpc, phi=0.1 rad, t=194 s
R=5.5 kpc, phi=0.3 rad, t=189 s
R=5.5 kpc, phi=0.5 rad, t=183 s
R=5.5 kpc, phi=0.7 rad, t=178 s
R=5.5 kpc, phi=0.9 rad, t=172 s
R=5.5 kpc, phi=1.1 rad, t=158 s
R=5.5 kpc, phi=1.3 rad, t=148 s
R=5.5 kpc, phi=1.5 rad, t=134 s
R=5.5 kpc, phi=1.7 rad, t=155 s
R=5.5 kpc, phi=1.9 rad, t=149 s
R=5.5 kpc, phi=2.1 rad, t=146 s
R=5.5 kpc, phi=2.3 rad, t=146 s
R=5.5 kpc, phi=2.5 rad, t=153 s
R=5.5 kpc, phi=2.7 rad, t=169 s
R=5.5 kpc, phi=2.9 rad, t=200 s
R=5.5 kpc, phi=3.1 rad, t=222 s
R=6.5 kpc, phi=-3.08 rad, t=150 s
R=6.5 kpc, phi=-2.92 rad, t=153 s
R=6.5 kpc, phi=-2.75 rad, t=135 s
R=6.5 kpc, phi=-2.58 rad, t=122 s
R=6.5 kpc, phi=-2.42 rad, t=111 s
R=6.5 kpc, phi=-2.25 rad, t=99 s
R=6.5 kpc, phi=-2.08 rad, t=89 s
R=6.5 kpc, phi=-1.92 rad, t=103 s
R=6.5 kpc, phi=-1.75 rad, t=107 s
R=6.5 kpc, phi=-1.58 rad, t=105 s
R=6.5 kpc, phi=-1.42 rad, t=104 s
R=6.5 kpc, phi=-1.25 rad, t=103 s
R=6.5 kpc, phi=-1.08 rad, t=94 s
R=6.5 kpc, phi=-0.92 rad, t=95 s
R=6.5 kpc, phi=-0.75 rad, t=96 s
R=6.5 kpc, phi=-0.58 rad, t=104 s
R=6.5 kpc, phi=-0.42 rad, t=122 s
R=6.5 kpc, phi=-0.25 rad, t=140 s
R=6.5 kpc, phi=-0.08 rad, t=150 s
R=6.5 kpc, phi=0.08 rad, t=155 s
R=6.5 kpc, phi=0.25 rad, t=153 s
R=6.5 kpc, phi=0.42 rad, t=137 s
R=6.5 kpc, phi=0.58 rad, t=133 s
R=6.5 kpc, phi=0.75 rad, t=119 s
R=6.5 kpc, phi=0.92 rad, t=113 s
R=6.5 kpc, phi=1.08 rad, t=106 s
R=6.5 kpc, phi=1.25 rad, t=127 s
R=6.5 kpc, phi=1.42 rad, t=123 s
R=6.5 kpc, phi=1.58 rad, t=117 s
R=6.5 kpc, phi=1.75 rad, t=113 s
R=6.5 kpc, phi=1.92 rad, t=104 s
R=6.5 kpc, phi=2.08 rad, t=99 s
R=6.5 kpc, phi=2.25 rad, t=95 s
R=6.5 kpc, phi=2.42 rad, t=97 s
R=6.5 kpc, phi=2.58 rad, t=103 s
R=6.5 kpc, phi=2.75 rad, t=106 s
R=6.5 kpc, phi=2.92 rad, t=120 s
R=6.5 kpc, phi=3.08 rad, t=127 s
R=7.5 kpc, phi=-3.07 rad, t=105 s
R=7.5 kpc, phi=-2.93 rad, t=101 s
R=7.5 kpc, phi=-2.79 rad, t=91 s
R=7.5 kpc, phi=-2.64 rad, t=84 s
R=7.5 kpc, phi=-2.5 rad, t=73 s
R=7.5 kpc, phi=-2.36 rad, t=67 s
R=7.5 kpc, phi=-2.21 rad, t=68 s
R=7.5 kpc, phi=-2.07 rad, t=86 s
R=7.5 kpc, phi=-1.93 rad, t=86 s
R=7.5 kpc, phi=-1.79 rad, t=112 s
R=7.5 kpc, phi=-1.64 rad, t=120 s
R=7.5 kpc, phi=-1.5 rad, t=121 s
R=7.5 kpc, phi=-1.36 rad, t=117 s
R=7.5 kpc, phi=-1.21 rad, t=91 s
R=7.5 kpc, phi=-1.07 rad, t=89 s
R=7.5 kpc, phi=-0.93 rad, t=76 s
R=7.5 kpc, phi=-0.79 rad, t=76 s
R=7.5 kpc, phi=-0.64 rad, t=78 s
R=7.5 kpc, phi=-0.5 rad, t=90 s
R=7.5 kpc, phi=-0.36 rad, t=91 s
R=7.5 kpc, phi=-0.21 rad, t=114 s
R=7.5 kpc, phi=-0.07 rad, t=121 s
R=7.5 kpc, phi=0.07 rad, t=129 s
R=7.5 kpc, phi=0.21 rad, t=119 s
R=7.5 kpc, phi=0.36 rad, t=83 s
R=7.5 kpc, phi=0.5 rad, t=71 s
R=7.5 kpc, phi=0.64 rad, t=74 s
R=7.5 kpc, phi=0.79 rad, t=69 s
R=7.5 kpc, phi=0.93 rad, t=70 s
R=7.5 kpc, phi=1.07 rad, t=87 s
R=7.5 kpc, phi=1.21 rad, t=86 s
R=7.5 kpc, phi=1.36 rad, t=112 s
R=7.5 kpc, phi=1.5 rad, t=121 s
R=7.5 kpc, phi=1.64 rad, t=121 s
R=7.5 kpc, phi=1.79 rad, t=117 s
R=7.5 kpc, phi=1.93 rad, t=91 s
R=7.5 kpc, phi=2.07 rad, t=89 s
R=7.5 kpc, phi=2.21 rad, t=77 s
R=7.5 kpc, phi=2.36 rad, t=76 s
R=7.5 kpc, phi=2.5 rad, t=78 s
R=7.5 kpc, phi=2.64 rad, t=90 s
R=7.5 kpc, phi=2.79 rad, t=91 s
R=7.5 kpc, phi=2.93 rad, t=118 s
R=7.5 kpc, phi=3.07 rad, t=121 s
R=8.5 kpc, phi=-3.12 rad, t=90 s
R=8.5 kpc, phi=-3.0 rad, t=84 s
R=8.5 kpc, phi=-2.88 rad, t=82 s
R=8.5 kpc, phi=-2.75 rad, t=79 s
R=8.5 kpc, phi=-2.62 rad, t=65 s
R=8.5 kpc, phi=-2.5 rad, t=53 s
R=8.5 kpc, phi=-2.38 rad, t=52 s
R=8.5 kpc, phi=-2.25 rad, t=62 s
R=8.5 kpc, phi=-2.12 rad, t=64 s
R=8.5 kpc, phi=-2.0 rad, t=94 s
R=8.5 kpc, phi=-1.88 rad, t=95 s
R=8.5 kpc, phi=-1.75 rad, t=96 s
R=8.5 kpc, phi=-1.62 rad, t=98 s
R=8.5 kpc, phi=-1.5 rad, t=99 s
R=8.5 kpc, phi=-1.38 rad, t=100 s
R=8.5 kpc, phi=-1.25 rad, t=102 s
R=8.5 kpc, phi=-1.12 rad, t=102 s
R=8.5 kpc, phi=-1.0 rad, t=68 s
R=8.5 kpc, phi=-0.88 rad, t=68 s
R=8.5 kpc, phi=-0.75 rad, t=57 s
R=8.5 kpc, phi=-0.62 rad, t=67 s
R=8.5 kpc, phi=-0.5 rad, t=92 s
