302 evaluations
Parameters
==========

NCORES: 8, 
TIMES: [  0. -10.] Gyr, 
RRANGE: 5, 15, 
PHIRANGE: 5, 15, 
DR: 1, 
DPHI: 1, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=389 s
R=5.5 kpc, phi=-1.3 rad, t=393 s
R=5.5 kpc, phi=-1.1 rad, t=381 s
R=5.5 kpc, phi=-0.9 rad, t=387 s
R=5.5 kpc, phi=-0.7 rad, t=393 s
R=5.5 kpc, phi=-0.5 rad, t=421 s
R=5.5 kpc, phi=-0.3 rad, t=439 s
R=5.5 kpc, phi=-0.1 rad, t=444 s
R=5.5 kpc, phi=0.1 rad, t=440 s
R=5.5 kpc, phi=0.3 rad, t=429 s
R=5.5 kpc, phi=0.5 rad, t=432 s
R=5.5 kpc, phi=0.7 rad, t=418 s
R=5.5 kpc, phi=0.9 rad, t=414 s
R=5.5 kpc, phi=1.1 rad, t=386 s
R=5.5 kpc, phi=1.3 rad, t=370 s
R=5.5 kpc, phi=1.5 rad, t=370 s
R=6.5 kpc, phi=-1.5 rad, t=338 s
R=6.5 kpc, phi=-1.33 rad, t=339 s
R=6.5 kpc, phi=-1.17 rad, t=327 s
R=6.5 kpc, phi=-1.0 rad, t=281 s
R=6.5 kpc, phi=-0.83 rad, t=280 s
R=6.5 kpc, phi=-0.67 rad, t=282 s
R=6.5 kpc, phi=-0.5 rad, t=292 s
R=6.5 kpc, phi=-0.33 rad, t=330 s
R=6.5 kpc, phi=-0.17 rad, t=326 s
R=6.5 kpc, phi=0.0 rad, t=331 s
R=6.5 kpc, phi=0.17 rad, t=327 s
R=6.5 kpc, phi=0.33 rad, t=340 s
R=6.5 kpc, phi=0.5 rad, t=295 s
R=6.5 kpc, phi=0.67 rad, t=278 s
R=6.5 kpc, phi=0.83 rad, t=279 s
R=6.5 kpc, phi=1.0 rad, t=284 s
R=6.5 kpc, phi=1.17 rad, t=335 s
R=6.5 kpc, phi=1.33 rad, t=332 s
R=6.5 kpc, phi=1.5 rad, t=335 s
R=7.5 kpc, phi=-1.5 rad, t=265 s
R=7.5 kpc, phi=-1.36 rad, t=271 s
R=7.5 kpc, phi=-1.21 rad, t=268 s
R=7.5 kpc, phi=-1.07 rad, t=296 s
R=7.5 kpc, phi=-0.93 rad, t=286 s
R=7.5 kpc, phi=-0.79 rad, t=241 s
R=7.5 kpc, phi=-0.64 rad, t=278 s
R=7.5 kpc, phi=-0.5 rad, t=281 s
R=7.5 kpc, phi=-0.36 rad, t=278 s
R=7.5 kpc, phi=-0.21 rad, t=273 s
R=7.5 kpc, phi=-0.07 rad, t=272 s
R=7.5 kpc, phi=0.07 rad, t=249 s
R=7.5 kpc, phi=0.21 rad, t=274 s
R=7.5 kpc, phi=0.36 rad, t=271 s
R=7.5 kpc, phi=0.5 rad, t=267 s
R=7.5 kpc, phi=0.64 rad, t=251 s
R=7.5 kpc, phi=0.79 rad, t=220 s
R=7.5 kpc, phi=0.93 rad, t=259 s
R=7.5 kpc, phi=1.07 rad, t=267 s
R=7.5 kpc, phi=1.21 rad, t=273 s
R=7.5 kpc, phi=1.36 rad, t=270 s
R=7.5 kpc, phi=1.5 rad, t=271 s
R=8.5 kpc, phi=-1.56 rad, t=221 s
R=8.5 kpc, phi=-1.44 rad, t=224 s
R=8.5 kpc, phi=-1.31 rad, t=215 s
R=8.5 kpc, phi=-1.19 rad, t=223 s
R=8.5 kpc, phi=-1.06 rad, t=216 s
R=8.5 kpc, phi=-0.94 rad, t=222 s
R=8.5 kpc, phi=-0.81 rad, t=212 s
R=8.5 kpc, phi=-0.69 rad, t=215 s
R=8.5 kpc, phi=-0.56 rad, t=209 s
R=8.5 kpc, phi=-0.44 rad, t=205 s
R=8.5 kpc, phi=-0.31 rad, t=204 s
R=8.5 kpc, phi=-0.19 rad, t=196 s
R=8.5 kpc, phi=-0.06 rad, t=197 s
R=8.5 kpc, phi=0.06 rad, t=187 s
R=8.5 kpc, phi=0.19 rad, t=176 s
R=8.5 kpc, phi=0.31 rad, t=187 s
R=8.5 kpc, phi=0.44 rad, t=187 s
R=8.5 kpc, phi=0.56 rad, t=183 s
R=8.5 kpc, phi=0.69 rad, t=185 s
R=8.5 kpc, phi=0.81 rad, t=213 s
R=8.5 kpc, phi=0.94 rad, t=217 s
R=8.5 kpc, phi=1.06 rad, t=229 s
R=8.5 kpc, phi=1.19 rad, t=230 s
R=8.5 kpc, phi=1.31 rad, t=233 s
R=8.5 kpc, phi=1.44 rad, t=232 s
R=8.5 kpc, phi=1.56 rad, t=246 s
R=9.5 kpc, phi=-1.56 rad, t=195 s
R=9.5 kpc, phi=-1.44 rad, t=200 s
R=9.5 kpc, phi=-1.33 rad, t=206 s
R=9.5 kpc, phi=-1.22 rad, t=200 s
R=9.5 kpc, phi=-1.11 rad, t=208 s
R=9.5 kpc, phi=-1.0 rad, t=199 s
R=9.5 kpc, phi=-0.89 rad, t=196 s
R=9.5 kpc, phi=-0.78 rad, t=203 s
