302 evaluationsParameters
==========

NCORES: 10, 
TIMES: [  0. -10.] Gyr, 
HALO_T_FORM: -9, 
HALO_T_STEADY: 8, 
HALO_A: 1.0, 
HALO_B: 0.95, 
HALO_C: 1.0, 
HALO_PHI: 0.0, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1.0, 
DPHI: 1.0, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=646 s
R=5.5 kpc, phi=-1.3 rad, t=614 s
R=5.5 kpc, phi=-1.1 rad, t=625 s
R=5.5 kpc, phi=-0.9 rad, t=622 s
R=5.5 kpc, phi=-0.7 rad, t=616 s
R=5.5 kpc, phi=-0.5 rad, t=652 s
R=5.5 kpc, phi=-0.3 rad, t=722 s
R=5.5 kpc, phi=-0.1 rad, t=728 s
R=5.5 kpc, phi=0.1 rad, t=720 s
R=5.5 kpc, phi=0.3 rad, t=665 s
R=5.5 kpc, phi=0.5 rad, t=674 s
R=5.5 kpc, phi=0.7 rad, t=639 s
R=5.5 kpc, phi=0.9 rad, t=597 s
R=5.5 kpc, phi=1.1 rad, t=642 s
R=5.5 kpc, phi=1.3 rad, t=605 s
R=5.5 kpc, phi=1.5 rad, t=617 s
R=6.5 kpc, phi=-1.5 rad, t=520 s
R=6.5 kpc, phi=-1.33 rad, t=533 s
R=6.5 kpc, phi=-1.17 rad, t=510 s
R=6.5 kpc, phi=-1.0 rad, t=467 s
R=6.5 kpc, phi=-0.83 rad, t=454 s
R=6.5 kpc, phi=-0.67 rad, t=459 s
R=6.5 kpc, phi=-0.5 rad, t=484 s
R=6.5 kpc, phi=-0.33 rad, t=506 s
R=6.5 kpc, phi=-0.17 rad, t=514 s
R=6.5 kpc, phi=0.0 rad, t=519 s
R=6.5 kpc, phi=0.17 rad, t=523 s
R=6.5 kpc, phi=0.33 rad, t=518 s
R=6.5 kpc, phi=0.5 rad, t=495 s
R=6.5 kpc, phi=0.67 rad, t=444 s
R=6.5 kpc, phi=0.83 rad, t=431 s
R=6.5 kpc, phi=1.0 rad, t=518 s
R=6.5 kpc, phi=1.17 rad, t=578 s
R=6.5 kpc, phi=1.33 rad, t=571 s
R=6.5 kpc, phi=1.5 rad, t=562 s
R=7.5 kpc, phi=-1.5 rad, t=467 s
R=7.5 kpc, phi=-1.36 rad, t=473 s
R=7.5 kpc, phi=-1.21 rad, t=509 s
R=7.5 kpc, phi=-1.07 rad, t=484 s
R=7.5 kpc, phi=-0.93 rad, t=481 s
R=7.5 kpc, phi=-0.79 rad, t=451 s
R=7.5 kpc, phi=-0.64 rad, t=454 s
R=7.5 kpc, phi=-0.5 rad, t=480 s
R=7.5 kpc, phi=-0.36 rad, t=457 s
R=7.5 kpc, phi=-0.21 rad, t=451 s
R=7.5 kpc, phi=-0.07 rad, t=444 s
R=7.5 kpc, phi=0.07 rad, t=451 s
R=7.5 kpc, phi=0.21 rad, t=450 s
R=7.5 kpc, phi=0.36 rad, t=420 s
R=7.5 kpc, phi=0.5 rad, t=415 s
R=7.5 kpc, phi=0.64 rad, t=397 s
R=7.5 kpc, phi=0.79 rad, t=350 s
R=7.5 kpc, phi=0.93 rad, t=409 s
R=7.5 kpc, phi=1.07 rad, t=417 s
R=7.5 kpc, phi=1.21 rad, t=407 s
R=7.5 kpc, phi=1.36 rad, t=399 s
R=7.5 kpc, phi=1.5 rad, t=395 s
R=8.5 kpc, phi=-1.56 rad, t=334 s
R=8.5 kpc, phi=-1.44 rad, t=344 s
R=8.5 kpc, phi=-1.31 rad, t=352 s
R=8.5 kpc, phi=-1.19 rad, t=362 s
R=8.5 kpc, phi=-1.06 rad, t=354 s
R=8.5 kpc, phi=-0.94 rad, t=439 s
R=8.5 kpc, phi=-0.81 rad, t=437 s
R=8.5 kpc, phi=-0.69 rad, t=426 s
R=8.5 kpc, phi=-0.56 rad, t=397 s
R=8.5 kpc, phi=-0.44 rad, t=436 s
R=8.5 kpc, phi=-0.31 rad, t=405 s
R=8.5 kpc, phi=-0.19 rad, t=383 s
R=8.5 kpc, phi=-0.06 rad, t=372 s
R=8.5 kpc, phi=0.06 rad, t=355 s
R=8.5 kpc, phi=0.19 rad, t=360 s
R=8.5 kpc, phi=0.31 rad, t=345 s
R=8.5 kpc, phi=0.44 rad, t=344 s
R=8.5 kpc, phi=0.56 rad, t=351 s
R=8.5 kpc, phi=0.69 rad, t=388 s
R=8.5 kpc, phi=0.81 rad, t=361 s
R=8.5 kpc, phi=0.94 rad, t=362 s
R=8.5 kpc, phi=1.06 rad, t=393 s
R=8.5 kpc, phi=1.19 rad, t=379 s
R=8.5 kpc, phi=1.31 rad, t=355 s
R=8.5 kpc, phi=1.44 rad, t=384 s
R=8.5 kpc, phi=1.56 rad, t=357 s
R=9.5 kpc, phi=-1.56 rad, t=319 s
R=9.5 kpc, phi=-1.44 rad, t=323 s
R=9.5 kpc, phi=-1.33 rad, t=320 s
R=9.5 kpc, phi=-1.22 rad, t=325 s
R=9.5 kpc, phi=-1.11 rad, t=349 s
R=9.5 kpc, phi=-1.0 rad, t=342 s
R=9.5 kpc, phi=-0.89 rad, t=319 s
R=9.5 kpc, phi=-0.78 rad, t=295 s
R=9.5 kpc, phi=-0.67 rad, t=294 s
R=9.5 kpc, phi=-0.56 rad, t=330 s
R=9.5 kpc, phi=-0.44 rad, t=330 s
R=9.5 kpc, phi=-0.33 rad, t=314 s
R=9.5 kpc, phi=-0.22 rad, t=309 s
R=9.5 kpc, phi=-0.11 rad, t=307 s
R=9.5 kpc, phi=0.0 rad, t=306 s
R=9.5 kpc, phi=0.11 rad, t=309 s
R=9.5 kpc, phi=0.22 rad, t=306 s
