302 evaluations
Parameters
==========

NCORES: 12, 
TIMES: [  0. -10.] Gyr, 
BAR_OMEGAB: 2.1818181818181817, 
BAR_AF: 0.015, 
RRANGE: 5, 15, 
PHIRANGE: -1.5707963267948966, 1.5707963267948966, 
DR: 1, 
DPHI: 1, 
VPARMS: 5, 5, 8, 8, 
SIGMAPARMS: 30, 20, 20, 
SCALEPARMS: 2, 9.8, 7.6, 
EVAL_THRESH: 0.0001, 
==========

R=5.5 kpc, phi=-1.5 rad, t=358 s
R=5.5 kpc, phi=-1.3 rad, t=348 s
R=5.5 kpc, phi=-1.1 rad, t=362 s
R=5.5 kpc, phi=-0.9 rad, t=345 s
R=5.5 kpc, phi=-0.7 rad, t=334 s
R=5.5 kpc, phi=-0.5 rad, t=329 s
R=5.5 kpc, phi=-0.3 rad, t=322 s
R=5.5 kpc, phi=-0.1 rad, t=322 s
R=5.5 kpc, phi=0.1 rad, t=347 s
R=5.5 kpc, phi=0.3 rad, t=312 s
R=5.5 kpc, phi=0.5 rad, t=311 s
R=5.5 kpc, phi=0.7 rad, t=300 s
R=5.5 kpc, phi=0.9 rad, t=268 s
R=5.5 kpc, phi=1.1 rad, t=285 s
R=5.5 kpc, phi=1.3 rad, t=295 s
R=5.5 kpc, phi=1.5 rad, t=278 s
R=6.5 kpc, phi=-1.5 rad, t=242 s
R=6.5 kpc, phi=-1.33 rad, t=254 s
R=6.5 kpc, phi=-1.17 rad, t=255 s
R=6.5 kpc, phi=-1.0 rad, t=202 s
R=6.5 kpc, phi=-0.83 rad, t=204 s
R=6.5 kpc, phi=-0.67 rad, t=214 s
R=6.5 kpc, phi=-0.5 rad, t=210 s
R=6.5 kpc, phi=-0.33 rad, t=231 s
R=6.5 kpc, phi=-0.17 rad, t=227 s
R=6.5 kpc, phi=0.0 rad, t=232 s
R=6.5 kpc, phi=0.17 rad, t=295 s
R=6.5 kpc, phi=0.33 rad, t=296 s
R=6.5 kpc, phi=0.5 rad, t=245 s
R=6.5 kpc, phi=0.67 rad, t=248 s
R=6.5 kpc, phi=0.83 rad, t=242 s
R=6.5 kpc, phi=1.0 rad, t=250 s
R=6.5 kpc, phi=1.17 rad, t=288 s
R=6.5 kpc, phi=1.33 rad, t=290 s
R=6.5 kpc, phi=1.5 rad, t=302 s
R=7.5 kpc, phi=-1.5 rad, t=227 s
R=7.5 kpc, phi=-1.36 rad, t=225 s
R=7.5 kpc, phi=-1.21 rad, t=226 s
R=7.5 kpc, phi=-1.07 rad, t=208 s
R=7.5 kpc, phi=-0.93 rad, t=222 s
R=7.5 kpc, phi=-0.79 rad, t=182 s
R=7.5 kpc, phi=-0.64 rad, t=206 s
R=7.5 kpc, phi=-0.5 rad, t=216 s
R=7.5 kpc, phi=-0.36 rad, t=199 s
R=7.5 kpc, phi=-0.21 rad, t=190 s
R=7.5 kpc, phi=-0.07 rad, t=184 s
R=7.5 kpc, phi=0.07 rad, t=177 s
R=7.5 kpc, phi=0.21 rad, t=168 s
R=7.5 kpc, phi=0.36 rad, t=161 s
R=7.5 kpc, phi=0.5 rad, t=160 s
R=7.5 kpc, phi=0.64 rad, t=169 s
R=7.5 kpc, phi=0.79 rad, t=149 s
R=7.5 kpc, phi=0.93 rad, t=216 s
R=7.5 kpc, phi=1.07 rad, t=221 s
R=7.5 kpc, phi=1.21 rad, t=232 s
R=7.5 kpc, phi=1.36 rad, t=230 s
R=7.5 kpc, phi=1.5 rad, t=248 s
R=8.5 kpc, phi=-1.56 rad, t=206 s
R=8.5 kpc, phi=-1.44 rad, t=213 s
R=8.5 kpc, phi=-1.31 rad, t=203 s
R=8.5 kpc, phi=-1.19 rad, t=195 s
R=8.5 kpc, phi=-1.06 rad, t=199 s
R=8.5 kpc, phi=-0.94 rad, t=192 s
R=8.5 kpc, phi=-0.81 rad, t=191 s
R=8.5 kpc, phi=-0.69 rad, t=167 s
R=8.5 kpc, phi=-0.56 rad, t=176 s
R=8.5 kpc, phi=-0.44 rad, t=170 s
R=8.5 kpc, phi=-0.31 rad, t=183 s
R=8.5 kpc, phi=-0.19 rad, t=171 s
R=8.5 kpc, phi=-0.06 rad, t=169 s
R=8.5 kpc, phi=0.06 rad, t=168 s
R=8.5 kpc, phi=0.19 rad, t=172 s
R=8.5 kpc, phi=0.31 rad, t=171 s
R=8.5 kpc, phi=0.44 rad, t=166 s
R=8.5 kpc, phi=0.56 rad, t=164 s
R=8.5 kpc, phi=0.69 rad, t=156 s
R=8.5 kpc, phi=0.81 rad, t=165 s
R=8.5 kpc, phi=0.94 rad, t=190 s
R=8.5 kpc, phi=1.06 rad, t=193 s
R=8.5 kpc, phi=1.19 rad, t=191 s
R=8.5 kpc, phi=1.31 rad, t=197 s
R=8.5 kpc, phi=1.44 rad, t=188 s
R=8.5 kpc, phi=1.56 rad, t=198 s
R=9.5 kpc, phi=-1.56 rad, t=170 s
R=9.5 kpc, phi=-1.44 rad, t=158 s
R=9.5 kpc, phi=-1.33 rad, t=156 s
R=9.5 kpc, phi=-1.22 rad, t=155 s
R=9.5 kpc, phi=-1.11 rad, t=159 s
R=9.5 kpc, phi=-1.0 rad, t=163 s
R=9.5 kpc, phi=-0.89 rad, t=160 s
R=9.5 kpc, phi=-0.78 rad, t=160 s
R=9.5 kpc, phi=-0.67 rad, t=135 s
R=9.5 kpc, phi=-0.56 rad, t=146 s
R=9.5 kpc, phi=-0.44 rad, t=151 s
R=9.5 kpc, phi=-0.33 rad, t=148 s
R=9.5 kpc, phi=-0.22 rad, t=146 s
R=9.5 kpc, phi=-0.11 rad, t=146 s
R=9.5 kpc, phi=0.0 rad, t=149 s
R=9.5 kpc, phi=0.11 rad, t=155 s
R=9.5 kpc, phi=0.22 rad, t=145 s
R=9.5 kpc, phi=0.33 rad, t=149 s
R=9.5 kpc, phi=0.44 rad, t=146 s
